Client ID,ZIP Code,ID Client Type
210106128,4520,Restaurante - Cozinha Portuguesa
210106129,4464,Hotelaria
210106130,4150,Restaurante - Cozinha Portuguesa
210106131,4700,Hotelaria
210106132,4465,
210106134,4000,Restaurante - Cozinha de Autor
210106135,4000,
210106137,4000,
210106138,4000,
210106139,4935,
210106140,4430,
210106141,3720,Hotelaria
210106142,4100,
210106143,4760,Café/Pastelaria
210106144,3700,
210106145,3700,
210106146,3040,
210106148,4400,
210106149,4100,
210106150,4450,
210106152,4485,
210106153,4630,
210106156,4050,
210106163,4404,Café/Pastelaria
210106166,4450,
210106167,4200,
210106168,4700,
210106169,4000,Hotelaria
210106170,4100,
210106173,4050,
210106174,4000,Café/Pastelaria
210106175,4740,Bar/Discoteca
210106177,4460,Restaurante - Cozinha Portuguesa
210106180,4050,
210106181,4050,Café/Pastelaria
210106182,4404,
210106183,4150,Hotelaria
210106184,4435,
210106186,4445,Restaurante - Churrasqueira
210106187,4050,
210106188,4050,
210106189,4050,Hotelaria
210106191,4050,
210106192,4050,
210106193,4050,
210106194,4050,
210106195,4405,
210106196,4000,Restaurante - Rodízio
210106197,4050,Padaria/Pastelaria
210106199,4715,
210106200,4050,
210106201,4050,Restaurante - Cozinha Portuguesa
210106203,3700,
210106206,4475,
210106207,4500,
210106208,5050,Hotelaria
210106210,4475,
210106213,4000,
210106214,4000,
210106215,4250,
210106216,4000,Hotelaria
210106217,4150,Hotelaria
210106220,3810,
210106221,4480,Coletiva/Instituição/Cantina
210106222,4405,Restaurante - Cozinha Portuguesa
210106223,4465,
210106224,4455,Bar/Discoteca
210106225,4760,Hotelaria
210106226,4520,
210106227,4425,
210106229,4770,
210106230,4465,
210106231,4465,
210106234,4455,
210106236,4485,
210106237,3810,Hotelaria
210106241,4810,
210106242,4050,
210106243,3880,
210106244,4050,
210106245,4200,Restaurante - Tapas & Petiscos
210106246,4700,
210106247,4710,Hotelaria
210106248,4000,Hotelaria
210106249,4760,
210106250,4000,Coletiva/Instituição/Cantina
210106251,4000,
210106252,4450,
210106253,4400,
210106254,4400,
210106256,4900,
210106258,4905,Catering
210106259,5400,
210106260,4000,
210106261,4050,
210106262,4000,Frutaria
210106263,4000,Hotelaria
210106264,4900,
210106265,4350,
210106267,4430,
210106268,4050,Café/Pastelaria
210106269,4755,Coletiva/Instituição/Cantina
210106270,4000,Catering
210106271,4150,Catering
210106272,4900,
210106273,4405,
210106274,4450,
210106275,4420,
210106276,4000,
210106277,4470,Restaurante - Brasileiro
210106278,4000,Restaurante - Tapas & Petiscos
210106279,4425,Hotelaria
210106280,4785,
210106282,4150,
210106283,4150,
210106285,4150,
210106286,4150,
210106288,4150,
210106290,4485,
210106292,3885,
210106293,4100,Hotelaria
210106294,4495,
210106295,4000,
210106296,3810,
210106297,4455,
210106298,4480,
210106299,4480,
210106300,4410,
210106301,4000,
210106302,4435,
210106303,4150,
210106306,4430,
210106308,4525,
210106310,4150,
210106311,4050,Café/Pastelaria
210106313,4455,
210106316,4000,
210106317,4050,Coletiva/Instituição/Cantina
210106319,4420,
210106320,4000,
210106321,4780,Café/Pastelaria
210106322,4430,Hotelaria
210106324,4000,
210106325,4050,
210106327,4404,
210106328,4200,Restaurante - Japonês
210106329,4150,
210106330,4430,
210106331,4835,
210106332,4435,
210106335,4000,
210106336,4000,
210106338,4050,
210106339,4000,
210106342,4050,
210106346,4590,
210106347,4455,
210106348,4150,
210106349,4560,
210106350,4150,
210106352,5050,
210106355,4469,Café/Pastelaria
210106356,4435,
210106357,4150,Restaurante - Outra Cozinha Internacional
210106358,4450,
210106360,4450,
210106361,4000,
210106364,4430,
210106365,4400,
210106366,4100,
210106367,3700,Restaurante - Cozinha Portuguesa
210106368,4470,
210106369,4580,Hotelaria
210106371,4000,
210106372,4740,Restaurante - Cozinha Portuguesa
210106373,4560,Restaurante - Churrasqueira
210106374,4805,Restaurante - Cozinha Portuguesa
210106375,4580,Hotelaria
210106376,4550,Restaurante - Cozinha Portuguesa
210106377,4100,Restaurante - Cozinha Portuguesa
210106378,4050,Restaurante - Cozinha Portuguesa
210106379,4820,Hotelaria
210106380,4580,Coletiva/Instituição/Cantina
210106382,4435,Restaurante - Cervejaria
210106383,4050,Restaurante - Outra Cozinha Internacional
210106384,4740,Hotelaria
210106385,4800,Hotelaria
210106386,4000,Hotelaria
210106387,4455,Hotelaria
210106390,5110,Hotelaria
210106391,4450,Restaurante - Marisqueira
210106392,3810,Hotelaria
210106397,4925,Hotelaria
210106429,4450,Restaurante - Marisqueira
210106430,4405,Restaurante - Cozinha Portuguesa
210106434,4465,Hotelaria
210106437,4100,Hotelaria
210106438,4430,Hotelaria
210106440,4100,Coletiva/Instituição/Cantina
210106441,4560,Restaurante - Chinês
210106443,4350,Restaurante - Cozinha Portuguesa
210106444,4400,Hotelaria
210199902,3500,
210199903,3800,
210199904,5000,
210199907,4715,
210199908,5370,
210199912,4930,
210199913,4445,
210199914,4350,
210199915,4600,
210199916,4480,
210199921,4750,
210199922,3004,
210199928,4100,
210199937,4520,
210199949,4404,
